id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
10812630,"Sunny&Convenient SFH w/ Parking&Yard, A+ Location",55983066,Cindy,,Outer Richmond,37.77964,-122.48,Entire home/apt,240,30,141,2021-05-02,1.75,1,365,0,City registration pending
9990865,Huge 3-Bdrm 2-Bath Flat Great Neighborhood,40419188,Matthew,,Castro/Upper Market,37.76088,-122.43916,Entire home/apt,710,2,71,2022-08-12,0.87,2,337,16,STR-0004720
10000523,Cozy Private Room Castro/Eureka,42786654,Jonathan,,Castro/Upper Market,37.75709,-122.4409,Private room,99,30,17,2020-01-10,0.22,1,351,0,
9488665,Spacious Victorian in Lower Haight,30597445,Cam,,Western Addition,37.77251,-122.43454,Entire home/apt,504,3,136,2022-09-05,1.72,1,248,37,STR-0004460
10823468,"2-Bd, 2-Ba Fairmont-Managed Condo @ Ghirardelli Sq",56042290,Steve,,Russian Hill,37.80462,-122.42198,Entire home/apt,1213,1,18,2022-08-15,0.24,1,355,4,431895.0
9489347,Nopa Victorian,2116156,Rob,,Western Addition,37.77708,-122.44271,Entire home/apt,110,31,91,2022-07-13,1.12,1,53,5,City registration pending
10058059,Charming cozy condo in Noe Valley!,27460984,Elyse,,Noe Valley,37.75138,-122.4413,Entire home/apt,180,30,40,2021-10-03,0.52,1,280,1,
10828944,Hayes Valley Victorian Home,2513762,Trey,,Western Addition,37.77331,-122.42593,Entire home/apt,312,30,47,2022-08-23,0.64,3,96,9,STR-0004850
10058134,Huge Sunny 2BR Close to Everything!,81879,Gloria,,Western Addition,37.78461,-122.4446,Entire home/apt,257,3,110,2022-08-27,1.36,1,0,15,STR-0003744
9546883,"Noe Valley modern studio, quiet neighborhood.",44856782,Ellen,,Noe Valley,37.75458,-122.43141,Entire home/apt,150,30,12,2022-07-04,0.15,1,276,3,1125178
9593326,Monthly Room in Big Modern Furnished 2 Bedroom,340977,Jonathan,,Mission,37.75146,-122.41776,Private room,80,30,14,2018-01-14,0.22,1,0,0,
10829828,"Sunny, beautiful & spacious San Francisco home.",56076559,Deborah,,Presidio Heights,37.78301,-122.45865,Entire home/apt,900,3,50,2022-08-28,0.66,1,17,11,Pending Application
9608262,Quirky and quiet hideaway in Noe / Mission,49716827,Mike,,Mission,37.75044,-122.42325,Entire home/apt,172,5,39,2022-08-20,0.47,1,0,3,STR-0003054
10058568,Classic Architecture with Modern Design in City Center,31021771,Ryan,,Haight Ashbury,37.76836,-122.44699,Entire home/apt,500,4,60,2022-07-27,0.77,2,58,12,STR-0003443
10831610,Pacific Heights Victorian,50661889,Donald,,Pacific Heights,37.79038808947954,-122.44014357476846,Entire home/apt,625,3,14,2022-08-14,0.21,1,35,3,2022-005363STR
10067187,1 Queen bedded room w/full bath,51659350,Wes,,Downtown/Civic Center,37.78923,-122.40765,Private room,99,5,73,2022-08-08,0.90,4,68,13,STR-0013301
9611854,Modern Outer Sunset One Bedroom (30 days min stay),49730892,Chi-Ai,,Outer Sunset,37.76285,-122.49951,Entire home/apt,150,30,40,2022-09-03,0.50,1,79,1,STR-0000968
10832099,Chic Full-Floor Edwardian Near Dolores Park,12780961,Janel,,Mission,37.75944,-122.42379,Entire home/apt,400,2,65,2022-08-13,0.81,1,104,9,STR-0001871
9650878,Lower Haight/NOPA/Parking/Queen Bed/Private Bath,235023271,Franc,,Western Addition,37.77194,-122.43583,Private room,150,1,395,2022-09-03,4.93,2,321,98,STR-0005427
10071349,Nob Hill Studio,38836,Bernat,,Nob Hill,37.79083,-122.41496,Entire home/apt,101,30,18,2022-08-15,0.26,21,305,2,
10832295,Charming Family Friendly NOPA Flat & New Hot Tub,1745806,Andrew,,Haight Ashbury,37.77291,-122.45231,Entire home/apt,450,5,20,2022-07-27,0.26,1,3,7,City Registration Pending
10071932,Carriage House:  24th BART Garage & Sunny Deck,605533,Chris,,Mission,37.75011,-122.41426,Entire home/apt,110,30,4,2022-05-02,0.06,1,53,2,
9695480,Funky Colorful Vibes in Family Home Near Golden Gate Park,21199285,Anthony,,Parkside,37.74793,-122.47477,Entire home/apt,454,2,314,2022-08-21,3.92,1,147,39,STR-0005329
10834961,Centrally Located Guest Bedrooms w Private Baths,279544,Emilie,,Western Addition,37.77114,-122.43612,Entire home/apt,435,3,37,2022-08-10,0.48,2,9,2,STR-0003775
11553527,Large bright room in stylish flat,10535584,Jesse,,Haight Ashbury,37.77593,-122.43925,Private room,145,30,33,2022-07-31,0.42,1,141,4,
10088395,Castro Penthouse 1bd & Private Bath,42138725,Stephen,,Castro/Upper Market,37.76095,-122.42958,Private room,200,2,215,2022-09-05,2.67,1,302,13,STR-0004755
10835637,Hayes Valley Victorian Courtyard Room,2513762,Trey,,Western Addition,37.77348,-122.42494,Private room,106,30,256,2022-08-12,3.20,3,75,2,Pending Application
10840593,Modern 2B zen getaway in Bernal Heights,6165979,Bill,,Bernal Heights,37.74031,-122.41762,Entire home/apt,192,2,267,2022-08-18,3.36,1,269,51,STR-0003870
10099733,2 Twin beds with a full bath,51659350,Wes,,Downtown/Civic Center,37.78964,-122.40968,Private room,99,5,94,2022-08-23,1.16,4,70,17,STR-0013301
11556239,Best Kept Secret in Town,36381578,Harris,,Outer Richmond,37.78089,-122.50488,Private room,85,3,104,2022-08-26,1.32,3,323,10,STR-0000548
10862977,"Pacific Heights Elegance W Views 2bd/2ba, Parking",13832870,International,,Marina,37.79683,-122.43497,Entire home/apt,234,30,4,2016-08-20,0.05,16,159,0,
11591266,Nob Hill One BR Apt. - Top Fl. View,20899143,Peter,,Downtown/Civic Center,37.78915,-122.4147,Entire home/apt,148,365,23,2021-11-11,0.32,4,362,2,
10864914,Furnished Victorian 1BR in NoeValley/Mission,46596909,Nadya,,Noe Valley,37.74547,-122.42524,Entire home/apt,170,30,14,2022-08-20,0.27,1,125,3,
11605954,SF 3 bedroom 1.5 bath flat w/views & parking,7895922,Roselyn,,West of Twin Peaks,37.72775,-122.46422,Entire home/apt,430,3,57,2022-08-07,0.74,2,297,4,STR-0005053
10103881,CONDO 2 BEDROOM AMAZING VIEWS!!,23918094,Nadine,,South of Market,37.78402,-122.39853,Entire home/apt,291,30,18,2022-08-19,0.23,2,327,1,1037364
10864966,"Stylist, Airy, Safe Condo in  Sunny Mission 60day+",26859460,Eliana,,Mission,37.75023,-122.41527,Entire home/apt,140,90,1,2022-08-14,1,1,22,1,STR0001175
11606260,Charming Mission 1x1 w/ Historic Detail,4430421,Landmark,,Mission,37.75436,-122.42457,Entire home/apt,118,30,6,2022-08-14,0.40,154,151,4,
10889831,Large Bright Private Room in Noe Valley home,1097396,Danna,,Noe Valley,37.75317,-122.43797,Private room,99,30,99,2022-01-22,1.26,4,0,1,STR-0002753
10897864,Charming Jr 1 Bedroom Cow Hollow Marina.,56475702,Russ,,Marina,37.79938,-122.43899,Entire home/apt,125,30,53,2022-04-03,0.66,1,256,3,1040392
11610521,Unique in a very good way (Multi-Month Discount),24708935,Dallas,,Bernal Heights,37.73937,-122.4182,Entire home/apt,108,30,12,2022-05-03,0.16,2,97,2,
10105531,Heavenly Studio by Dolores Park & Castro,9776019,Don,,Castro/Upper Market,37.76223,-122.42918,Entire home/apt,108,13,19,2018-08-10,0.28,2,70,0,STR-0005447
10905721,Designer garden suite by Golden Gate Bridge & Park,15259486,Ava,,Inner Richmond,37.78262,-122.46797,Entire home/apt,257,2,277,2022-08-21,3.74,2,193,48,STR-0002866
10136690,"Private bed/bath sleek condo, Licensed",33775079,Roham,,Twin Peaks,37.75545,-122.44285,Private room,120,30,12,2022-06-30,0.16,1,228,2,
11620002,Newly remodeled  1BR 10 min from hip Mission,2259098,Thuy,,Excelsior,37.72525,-122.43228,Entire home/apt,94,7,164,2022-04-30,2.12,2,283,18,Pending Application
10925833,Darling Twin Peaks Home with Private Back Yard,56637099,Eric,,Twin Peaks,37.75237,-122.44802,Entire home/apt,350,3,22,2022-08-14,0.30,1,5,8,STR-0002336
11636621,Exclusive Victorian Charm,1423294,Tan,,Western Addition,37.78674,-122.42996,Entire home/apt,325,30,24,2022-08-19,0.45,2,341,2,STR-0001062
10137578,Charming bedroom in Bernal Heights,52025286,Christian,,Bernal Heights,37.73628,-122.41252,Private room,67,2,270,2022-08-07,3.38,1,340,4,STR-0003704
10930490,Private Suite with Sunny Bedroom,4123854,Devanshu,,Bayview,37.71878,-122.39119,Entire home/apt,85,2,128,2017-11-25,1.60,1,129,0,STR-0001001
10149591,Inn at the Opera Hotel Room,47514427,Jeffrey & Susan & Bryce,,Downtown/Civic Center,37.77864,-122.42226,Private room,166,2,24,2019-03-28,0.31,23,84,0,License not needed per OSTR
11659435,Edwardian Flat in Sunny Potrero Hil,12780333,Loren,,Potrero Hill,37.76138,-122.4038,Entire home/apt,249,3,144,2022-08-01,1.84,1,3,14,STR-0002702
11701569,Sunny Victorian in heart of Castro,62194919,Ty,,Castro/Upper Market,37.76023,-122.43581,Entire home/apt,133,30,22,2022-08-08,0.34,1,103,6,
10956845,Spacious Shared SF Classic n Marina,53195251,Rolando,,Marina,37.79967,-122.42522,Private room,38,31,8,2022-03-01,0.14,3,310,2,
11761292,Newly renovated 3BR in Russian Hill,25037624,Avery,,Russian Hill,37.79789,-122.4158,Entire home/apt,170,90,0,,,2,358,0,
11795676,Classic Studio Apartment - Nob Hill,20899143,Peter,,Nob Hill,37.79079,-122.41527,Entire home/apt,115,365,17,2021-12-23,0.24,4,362,2,
11798814,"2BR MARINA:MODERN, LIKE NEW, CHESTNUT ST, LYON ST",51966852,Bob,,Marina,37.80028,-122.44657,Entire home/apt,250,365,15,2021-10-25,0.20,1,365,1,
10156101,Hotel 2 bathroom suite for four,47514427,Jeffrey & Susan & Bryce,,Downtown/Civic Center,37.77921,-122.4223,Private room,216,2,56,2022-07-08,0.70,23,65,6,1031137
10162904,-Great San Francisco Apartment,9632192,Susan,,Castro/Upper Market,37.76595,-122.4304,Entire home/apt,110,30,14,2022-08-21,0.17,15,352,4,
10164802,Inn @ the Opera,52178915,Jim,,Downtown/Civic Center,37.7782,-122.42303,Entire home/apt,123,2,50,2022-07-05,0.99,37,5,25,Exempt
10227655,Large classic 2bd/2ba full-floor Richmond flat,52558265,Tim,,Inner Richmond,37.78639,-122.47383,Entire home/apt,399,3,51,2022-08-31,0.63,1,44,7,STR-0005069
10963158,Nob Hill WorldMark Timeshare Studio Condo,55782784,Kevin,,Chinatown,37.79056,-122.4071,Private room,230,2,7,2020-01-05,0.09,25,0,0,382559
10280573,Mission Private 1BR/BA Garden Suite Separate Entry,50292803,Bradley,,Mission,37.75119,-122.41427,Entire home/apt,186,3,194,2022-09-03,2.42,1,12,24,STR-0001626
10281987,Guesthouse Private room,31607663,Ximena,,West of Twin Peaks,37.72427,-122.45702,Private room,99,30,4,2017-10-22,0.05,3,342,0,
10282326,Ste 1502-1 Queen Bedrm & Living Rm,51659350,Wes,,Downtown/Civic Center,37.7892,-122.40955,Private room,189,5,3,2022-07-15,0.05,4,332,2,STR-0013301
10282371,Ste 1408-1 Queen Bedrm & Living Rm,51659350,Wes,,Downtown/Civic Center,37.78773,-122.40768,Private room,225,2,3,2018-07-17,0.04,4,114,0,STR-0013301
10344354,San Francisco Glen Park,53240585,Ashley,,Glen Park,37.73854,-122.42541,Entire home/apt,108,1,35,2022-09-02,3.82,1,218,35,1129916
11834467,Private room by Fisherman's Wharf & Financial Dis,19584367,Elisa,,Russian Hill,37.80061,-122.41355,Private room,52,30,118,2021-12-31,1.50,4,106,1,
11851112,Charming two bedroom & large sun room flat,63158923,Wanda,,Inner Richmond,37.77725,-122.47228,Entire home/apt,160,30,1,2017-11-10,0.02,3,37,0,
11886255,Top Floor Downtown Studio by Union Square!,4430421,Landmark,,Downtown/Civic Center,37.78403,-122.41168,Entire home/apt,82,30,4,2020-01-26,0.07,154,177,0,
11890712,Ocean Views with a Great Backyard! Sauna included,2505385,Tamar,,Outer Sunset,37.75693,-122.50463,Entire home/apt,464,2,4,2022-08-08,0.73,1,146,4,STR-0004539
10963865,Nob Hill Timeshare Studio Condo,55782784,Kevin,,Chinatown,37.79056,-122.4071,Private room,250,1,5,2019-01-09,0.07,25,0,0,382559
11911651,Brand new home with views. Close to everything.,63549522,Lucy & Simon,,Potrero Hill,37.76065,-122.39706,Entire home/apt,749,3,72,2022-08-09,0.97,1,61,20,STR-0002885
11924237,The Pavilion: A San Francisco Tiny House,1433207,Eileen,,Outer Mission,37.73013,-122.44188,Entire home/apt,212,3,94,2022-08-03,1.21,1,0,13,STR-0005207
10965525,SF Neighborhood Gem with Private Garden & Office,43830745,Mike,,West of Twin Peaks,37.72905,-122.46553,Entire home/apt,195,1,35,2022-01-01,0.97,1,0,3,STR-0003983
11939561,Private Mission Garden Master Bed/Bath,1401824,Tiffany,,Mission,37.75215,-122.41573,Entire home/apt,160,5,253,2022-08-25,3.42,1,17,24,STR-0002058
10347570,"Large Modern Loft , Upper Noe Valley",8541411,Vidhu,,Noe Valley,37.75297,-122.43685,Entire home/apt,199,4,229,2022-08-26,2.83,1,6,27,STR-0000989
10362654,Luxurious SF condo,28651428,Susan,,Russian Hill,37.8045,-122.42398,Entire home/apt,1257,1,19,2022-06-03,0.26,1,0,3,431895.0
10968239,Sunset Suite near Golden Gate Park & Beach,56899803,Kathy,,Parkside,37.74063,-122.49381,Private room,91,3,126,2022-08-08,1.60,2,105,8,STR-0000706
10382015,Beautiful Victorian House in Bernal Heights,2789618,Joshua,,Bernal Heights,37.74076,-122.41864,Entire home/apt,500,30,2,2020-08-07,0.03,1,0,0,
11948102,Contemporary Edwardian Flat Steps to Golden Gate Park,63799333,Lisa,,Inner Richmond,37.77539,-122.47121,Entire home/apt,350,14,9,2019-07-13,0.12,1,194,0,STR-0005198
11988777,Luxurious Victorian Home with Elegant Details,43094128,Humaira,,Haight Ashbury,37.77024,-122.44839,Entire home/apt,980,4,7,2021-12-13,0.51,2,0,5,STR-0004563
12004930,"Modern 1BR near FiDi & Union Sq., Furnished–M2M",9965793,The Twist,,Chinatown,37.79102,-122.40698,Entire home/apt,123,30,1,2017-01-31,0.01,9,0,0,
10974118,cozy private bedroom and bathroom,56937224,Leonid,,Lakeshore,37.71261,-122.4833,Private room,100,30,15,2020-03-01,0.20,1,89,0,
10393552,Studio at Donatello Hotel near Union Square,47514427,Jeffrey & Susan & Bryce,,Downtown/Civic Center,37.78802,-122.41041,Private room,218,2,149,2021-03-03,1.93,23,142,0,1031137
10981310,Large house with space to share!,50459001,Maggie,,Castro/Upper Market,37.75669,-122.43422,Private room,181,2,103,2022-09-04,1.30,1,77,41,STR-0004858
10409218,Spacious Home/Garden near GG Park with PELOTON,16463339,Sergei,,Parkside,37.74543,-122.47262,Entire home/apt,375,5,18,2022-08-08,0.29,2,0,9,STR-0004689
12025717,PrivateApartm(2rooms)GoldenGatePark/quiet location,64351162,Vlad & Ira,,Outer Sunset,37.7569,-122.48762,Entire home/apt,136,1,316,2022-09-05,4.12,2,9,31,STR-0003833
10985925,"Sept 27-30. North Beach 2 Bedrooms, 2 Queen beds",24378496,Trenten,,North Beach,37.80319,-122.40742,Entire home/apt,100,30,0,,,1,0,0,
12025727,Contemporary 1BD/BA in Noe Valley,5642683,Basil,,Noe Valley,37.75262,-122.43167,Entire home/apt,199,30,29,2022-06-06,0.37,1,348,2,
10427768,Guest Suite in Hayes Valley Victorian Apartment,14001076,Meg,,Western Addition,37.77257,-122.42509,Private room,159,2,201,2022-09-01,2.51,1,133,44,STR-0005106
10989099,Charming Cole Valley Victorian,57430925,Mikey & Mike,,Inner Sunset,37.76271,-122.45419,Entire home/apt,110,30,136,2022-04-12,1.70,1,149,7,City registration pending
12037978,Stunning View of SF from Newly Updated 2bdrm,64438831,Marilee,,Bernal Heights,37.74448,-122.41699,Entire home/apt,341,2,247,2022-08-19,3.23,1,67,51,STR-0004585
10992778,Modern Luxury with Golden Gate Views (12 mo. min),22649166,La Familia,,Russian Hill,37.79997,-122.42223,Entire home/apt,378,365,38,2020-09-27,0.53,1,346,0,City registration pending
12041223,Jasper's Studio,64462528,Michael And Nicole,,Bernal Heights,37.73835,-122.41134,Private room,98,2,326,2022-08-19,4.54,1,56,63,STR-0001816
10431578,1br. Garden Retreat (Russian hill),12703126,Jeff,,Russian Hill,37.80562,-122.41879,Entire home/apt,135,30,11,2022-08-20,0.17,6,126,3,
10998250,ROOM Marina LOCATION LOCATION,1504399,"Skt, Teo",,Russian Hill,37.80552,-122.42304,Private room,69,30,97,2022-08-20,1.22,2,151,1,
10454632,The French Victorian - Garden View Room *Bay Views,2059233,Wendy,,Bernal Heights,37.74734,-122.40664,Private room,89,30,17,2020-03-18,0.24,4,0,0,STR-0000255
12041358,Beautiful Victorian : Bed/Bath,3588642,Ambrish,,Noe Valley,37.75223,-122.44055,Private room,83,30,10,2020-10-18,0.13,2,324,0,City Registration Pending (1010281)
10998662,Luxury South Beach / SOMA Condo with Gym,9113472,Michael,,South of Market,37.77889,-122.39594,Entire home/apt,275,30,16,2021-06-27,0.20,1,316,0,
10455934,Sunny Studio in Mission Dolores,1260540,Ben,,Mission,37.76934,-122.42228,Entire home/apt,193,30,5,2017-08-30,0.06,1,365,0,
11013337,Stylish 2BR Sunset House W/Parking,57150412,Irina,,Outer Sunset,37.74676,-122.48346,Entire home/apt,207,30,108,2022-07-01,1.35,1,311,5,
10455995,Private Room & Bath with Bay View!,1031577,Mark And Sarah,,Potrero Hill,37.75975,-122.39576,Private room,128,5,151,2022-05-30,1.86,2,235,16,STr-0000994
12089785,Large flat in perfect location!,908387,Robert,,Inner Richmond,37.7867,-122.46392,Entire home/apt,250,2,21,2022-08-09,0.27,1,314,3,2022-001249STR
12111841,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78548,-122.40929,Private room,149,1,51,2020-11-08,0.66,49,18,0,365804.0
11037546,Best View in San Francisco,43027187,David,,Ocean View,37.71882,-122.46538,Entire home/apt,135,30,14,2020-01-01,0.17,1,136,0,
12111957,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78578,-122.40757,Private room,149,1,68,2022-03-09,0.88,49,19,2,365804.0
12126766,Modern Studio in heart of SF,4943471,Angela,,Nob Hill,37.79649,-122.41293,Entire home/apt,140,30,11,2022-05-06,0.25,1,147,4,
10458279,Hilltop Home w/ Panoramic Views,14816525,Brooke & Karl,,Inner Sunset,37.75052,-122.46653,Entire home/apt,350,30,11,2022-06-18,0.14,2,25,5,
10469182,Cozy Garden Studio - Private Entry,34963239,Landy,,Outer Richmond,37.78028,-122.50252,Entire home/apt,154,2,633,2022-09-04,7.92,1,83,112,STR-0002581
11043803,Nob Hill Studio Condo,55782784,Kevin,,Chinatown,37.79056,-122.4071,Private room,230,2,6,2018-06-18,0.07,25,0,0,382559 - City/County of San Francisco Business License
11048190,Mission District San Francisco,56785572,Paul,,Mission,37.75352,-122.42305,Entire home/apt,165,31,0,,,1,90,0,
10477007,SF Hotel Studio: Union Square (8),22267033,Jennifer,,Downtown/Civic Center,37.78863,-122.41129,Entire home/apt,299,2,11,2019-11-22,0.14,19,356,0,License not needed per OSTR
12151600,Home with spectacular SF Bay views,8676376,Herbert,,Excelsior,37.72757,-122.41896,Entire home/apt,122,30,126,2021-11-01,1.61,5,251,1,STR-0001910
11075529,Private Furnished Spacious Room,24091826,Julian,,Excelsior,37.72557,-122.43388,Private room,79,10,82,2022-08-19,1.03,4,35,2,2021-008392STR
12154878,Nob Hill Bungalow,65266850,Jim,,Nob Hill,37.79401,-122.42084,Entire home/apt,78,30,106,2022-04-19,1.39,1,95,3,
10477793,"Studio Apartment w/ Ensuite Bathroom, & Ocean View",7088356,Brian,,Parkside,37.74572,-122.47477,Private room,167,3,113,2022-08-13,1.42,1,60,15,Pending application
11122531,In-law unit in Noe Valley,3697779,Amanda,,Noe Valley,37.74463,-122.43423,Entire home/apt,150,2,356,2022-08-06,4.45,1,14,43,STR-0002461
10502323,Midterm Rental 30-60 days Outer Richmond Apartment,54149759,Chuck And Katie,,Outer Richmond,37.77433,-122.50415,Entire home/apt,150,30,36,2018-03-02,0.46,1,0,0,15420827
12154955,Private Room #2 Close to the Ocean,7335923,Allen,,Outer Sunset,37.75676,-122.48438,Private room,45,30,1,2016-07-04,0.01,2,310,0,
11152754,Bright Spacious Comfortable Room -Single Occupency,4191595,Laura & Larry,,Bernal Heights,37.73339,-122.42694,Private room,39,30,19,2022-02-15,0.24,5,266,1,City registration pending
10550345,Timeshare - Club Donatello Union-Sq,215446,Jacob,,Downtown/Civic Center,37.78838,-122.41015,Entire home/apt,235,3,12,2020-01-16,0.21,1,240,0,License not needed per OSTR
11163298,"Quiet, Relaxing House Close to BART Station",27292887,Valerie,,Ocean View,37.71976,-122.45037,Entire home/apt,190,30,78,2022-08-14,1.04,1,257,5,Rental Certificate STR-0001379
10567595,Private room in modern single family home,45040916,Alan,,Bernal Heights,37.74069,-122.41052,Private room,99,30,10,2022-08-14,0.14,4,111,5,
12156553,Charming Victorian Apartment,1154836,Ginger,,Noe Valley,37.75207,-122.4302,Entire home/apt,100,30,9,2022-04-10,0.12,3,357,2,
11185685,Mission 24th St - 2 BR Apartment,38836,Bernat,,Mission,37.75192,-122.40878,Entire home/apt,97,30,8,2021-10-31,0.10,21,0,1,
10572287,Full flat with bay & downtown views,54535159,Tricia,,Potrero Hill,37.75986,-122.40023,Entire home/apt,130,30,50,2022-03-13,0.63,1,161,1,
11190379,Private Telegraph Hill Oasis,4152724,Phillip,,North Beach,37.8025,-122.40647,Entire home/apt,400,2,57,2022-08-07,0.73,1,36,2,STR-0002103
10577391,Donatello Hotel_,52178915,Jim,,Downtown/Civic Center,37.7868,-122.41143,Entire home/apt,190,2,62,2022-08-23,0.78,37,0,26,Exempt
12159120,Ultra Modern Home in Central Location,4856574,Jeff,,Mission,37.75903,-122.41457,Entire home/apt,500,30,119,2021-10-31,1.54,4,262,1,City registration pending
11191951,Private Ensuite with Private Entry in Geographic City Center,26700255,Jeff And Matt,,Haight Ashbury,37.76529,-122.44437,Entire home/apt,178,2,436,2022-08-31,5.50,1,79,75,STR-0001094
10578137,2+ BR  Home in Noe Valley for 5,1097396,Danna,,Noe Valley,37.75289,-122.44003,Entire home/apt,145,4,61,2022-08-27,0.95,4,8,16,STR-0002753
11225011,Modern Private Suite in the Mission,23309181,Michelle,,Mission,37.75311,-122.41073,Private room,138,3,237,2022-08-31,3.10,1,106,36,STR-0001085
10592499,Sunny Pacific Heights Apartment,1580198,Cissy,,Pacific Heights,37.79193,-122.43332,Entire home/apt,264,30,46,2020-12-16,0.58,1,76,0,STR-0002587
12169644,Beautiful & Modern 1BR Loft in SoMa,9845255,Lynn,,South of Market,37.78727,-122.39025,Entire home/apt,315,30,5,2017-05-04,0.07,1,249,0,
11228828,Luxury Condo in Prime SF location,58526721,Armida,,Pacific Heights,37.79468,-122.43638,Entire home/apt,650,30,7,2016-08-08,0.09,1,310,0,
10603148,My Beautiful City By The Bay San Francisco Ca.,36668744,John,,Nob Hill,37.79524,-122.41746,Private room,110,30,189,2022-06-11,2.36,2,155,2,STR-0002651
10608275,Entire 2 BR/2BA Condo in the Heart of NOPA,4709765,Brad,,Western Addition,37.7775,-122.44223,Entire home/apt,250,4,26,2021-09-19,0.35,1,0,1,Pending Application
11241173,Sunny Room w/ Private Bathroom,237659,Niya,,Potrero Hill,37.7512,-122.40018,Private room,99,2,212,2022-08-29,2.76,1,41,33,STR-0001293
10632584,Sunny Sweet Pet Friendly Home in Bernal Heights!,10313206,Jennifer,,Bernal Heights,37.74062,-122.41069,Entire home/apt,357,3,131,2022-08-28,1.73,1,10,27,STR-0002649
12176844,1912 Victorian With Epic Views Perched On Gardens,377744,Scott,,North Beach,37.799271,-122.404549,Entire home/apt,450,30,73,2022-06-19,0.96,2,252,2,STR-0001296
11241452,Nob Hill Bedroom#1,23719876,Yumi,,Nob Hill,37.79013,-122.4208,Private room,120,30,6,2022-08-09,0.08,22,310,1,
11241783,Nob Hill Bedroom #3,23719876,Yumi,,Nob Hill,37.79058,-122.41955,Private room,90,30,18,2022-08-14,0.24,22,143,1,
12212126,Monthly Broadway.Chinatown.Financial district.,204441,Gary,,Chinatown,37.79753,-122.40545,Private room,65,30,82,2020-01-23,1.05,8,342,0,
10634387,"Quiet, private top flr w/hot tub, views, king beds",9194713,Lance,,Visitacion Valley,37.71799,-122.40414,Entire home/apt,410,2,90,2022-07-25,2.26,6,137,16,STR-0003223
11241809,Nob Hill Bedroom #5,23719876,Yumi,,Nob Hill,37.792,-122.4193,Private room,100,30,24,2022-08-13,0.31,22,273,4,
10661953,Elegant Victorian Bedroom in Mission,17536951,Rob,,Bernal Heights,37.74282,-122.42033,Private room,110,5,137,2020-02-03,1.93,4,10,0,STR-0001202
12266463,Designer's Nest in the Mission,8531927,Douglas,,Mission,37.76813,-122.424,Entire home/apt,194,30,29,2022-02-17,0.38,1,0,2,
11242044,Nob Hill Bedroom #6,23719876,Yumi,,Nob Hill,37.79249,-122.42137,Private room,120,30,16,2020-01-02,0.21,22,314,0,
12310120,Cozy room with bus to downtown & airport 小巧安静的房间S右,66385869,Bobby,,Outer Mission,37.72505,-122.44096,Private room,70,30,112,2020-02-02,1.44,6,17,0,STR-0001337
12368621,Pacific Heights Pied-à-terre,66829012,Patrick,,Pacific Heights,37.79095,-122.44489,Entire home/apt,145,30,135,2022-07-17,1.74,1,240,4,3718980896
12382688,Be Hip! Stay in my Modern studio,27287794,Charles & Emily,,Bernal Heights,37.74778,-122.41007,Entire home/apt,115,30,59,2018-03-31,0.76,1,0,0,
12382918,"DONATELLO, Union Sq, near Moscone",11638127,Dave,,Downtown/Civic Center,37.78943,-122.40933,Private room,209,1,6,2019-09-18,0.08,5,0,0,Exempt
11284679,700sq ft Luxury Apartment w Balcony,2899585,Sas,,Bayview,37.7299,-122.36903,Entire home/apt,250,180,1,2016-05-15,0.01,1,0,0,
12400754,Mark Twain King Suite at Chateau Tivoli,67054880,Kelly,,Western Addition,37.78024,-122.43324,Private room,384,1,0,,,9,314,0,Approved by government
12404809,Aimee Crocker Room at Chateau Tivoli,67054880,Kelly,,Western Addition,37.7803,-122.43326,Private room,337,1,0,,,9,310,0,Approved by government
12425557,Spacious private room for rent - 30 day min stay,63158923,Wanda,,Inner Richmond,37.77734,-122.47364,Private room,79,30,1,2016-11-05,0.01,3,89,0,
12425911,Bright Spacious bedroom-30 days min,63158923,Wanda,,Inner Richmond,37.77912,-122.47184,Private room,80,30,3,2019-09-01,0.04,3,0,0,
12429503,Historic Pac Heights cottage-walk to Union or Polk,67232897,John,,Pacific Heights,37.79715,-122.42556,Entire home/apt,175,30,15,2018-10-31,0.23,2,0,0,1080744
11305302,A Friendly Room UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.7658,-122.45223,Private room,58,32,2,2016-08-27,0.03,12,365,0,
12432020,Mission Efficiency Studio - Convenience/Location!,4430421,Landmark,,Mission,37.76607,-122.41684,Entire home/apt,72,30,5,2022-05-27,0.07,154,176,1,
12467839,Cozy single bedroom #2,23719876,Yumi,,Nob Hill,37.7919,-122.41946,Private room,60,30,7,2022-07-31,0.17,22,274,3,
10676501,Private Entrance Garden Suite w/Kitchenette,3751184,Scott,,Inner Richmond,37.7789,-122.46139,Private room,120,30,75,2021-08-31,0.94,1,69,0,STR-0002617
11315222,Telegraph Hill - Postcard Views!!,38292401,Gary,,North Beach,37.80375,-122.40876,Entire home/apt,400,30,12,2016-04-13,0.15,1,0,0,
12484859,Beautiful house with Panoramic Bay views,8676376,Herbert,,Excelsior,37.72578,-122.42008,Entire home/apt,175,30,61,2022-08-23,0.80,5,285,2,STR-0001910
